Equipment,Order_ID,Step,Estimated_Time,Real_Time,Result,Type,Technician,Month
Equipment_6,Order_6_157,Component Placement,24,21.79,Pass,Motion Sensor,Ann,August
Equipment_6,Order_6_158,Preparation,30,34.08,Fail,Motion Sensor,Margaret,September
Equipment_6,Order_6_158,Packaging,13,13.92,Pass,Motion Sensor,Jeremiah,September
Equipment_6,Order_6_158,General Soldering,9,10.18,Pass,Motion Sensor,Joseph,September
Equipment_6,Order_6_158,Calibration,26,26.99,Pass,Motion Sensor,Steven,September
Equipment_6,Order_6_158,Electrical Test,25,20.35,Pass,Motion Sensor,Sandra,September
Equipment_6,Order_6_158,Lacquering,15,13.1,Pass,Motion Sensor,Allison,September
Equipment_6,Order_6_158,Functional Test,29,34.72,Pass,Motion Sensor,Deanna,September
Equipment_6,Order_6_158,Component Placement,22,19.08,Pass,Motion Sensor,Julie,September
Equipment_6,Order_6_158,Final Acceptance Test,5,5.06,Pass,Motion Sensor,Derek,September
Equipment_6,Order_6_159,Packaging,13,14.15,Pass,Motion Sensor,Ricardo,October
Equipment_6,Order_6_159,Final Acceptance Test,25,29.82,Pass,Motion Sensor,Samuel,October
Equipment_6,Order_6_159,Component Placement,26,24.74,Pass,Motion Sensor,Tony,October
Equipment_6,Order_6_159,Calibration,21,20.11,Fail,Motion Sensor,Renee,October
Equipment_6,Order_6_159,Electrical Test,5,4.74,Pass,Motion Sensor,Susan,October
Equipment_6,Order_6_159,Lacquering,27,26.22,Pass,Motion Sensor,Karen,October
Equipment_6,Order_6_159,Functional Test,18,21.08,Pass,Motion Sensor,John,October
Equipment_6,Order_6_160,Electrical Test,21,21.44,Pass,Motion Sensor,Jacob,November
Equipment_6,Order_6_160,Packaging,18,19.78,Pass,Motion Sensor,Danielle,November
Equipment_6,Order_6_160,Final Acceptance Test,25,32.34,Pass,Motion Sensor,Patrick,November
Equipment_6,Order_6_160,Preparation,29,27.05,Pass,Motion Sensor,Gabriel,November
Equipment_6,Order_6_160,General Soldering,12,13.09,Pass,Motion Sensor,Arthur,November
Equipment_6,Order_6_161,Lacquering,5,5.55,Pass,Motion Sensor,Jennifer,December
Equipment_6,Order_6_161,Calibration,21,20.47,Pass,Motion Sensor,Daniel,December
Equipment_6,Order_6_161,Electrical Test,16,13.22,Pass,Motion Sensor,Samantha,December
Equipment_6,Order_6_161,Functional Test,30,33.26,Pass,Motion Sensor,Jeffery,December
Equipment_6,Order_6_161,Preparation,13,13.56,Pass,Motion Sensor,Jacqueline,December
Equipment_6,Order_6_161,General Soldering,14,16.87,Pass,Motion Sensor,Albert,December
Equipment_6,Order_6_162,Functional Test,28,29.44,Pass,Motion Sensor,Taylor,January
Equipment_6,Order_6_162,Electrical Test,8,9.84,Fail,Motion Sensor,Heather,January
Equipment_6,Order_6_162,Component Placement,13,16.41,Pass,Motion Sensor,Randy,January
Equipment_6,Order_6_162,Packaging,21,26.88,Pass,Motion Sensor,Jessica,January
Equipment_6,Order_6_162,Preparation,5,6.07,Pass,Motion Sensor,Nicholas,January
Equipment_6,Order_6_163,Lacquering,27,29.36,Pass,Motion Sensor,Andrea,February
Equipment_6,Order_6_163,Electrical Test,5,5.39,Fail,Motion Sensor,April,February
Equipment_6,Order_6_163,General Soldering,19,17.68,Pass,Motion Sensor,Melissa,February
Equipment_6,Order_6_163,Final Acceptance Test,9,10.13,Pass,Motion Sensor,Matthew,February
Equipment_6,Order_6_163,Packaging,17,14.97,Pass,Motion Sensor,Eric,February
Equipment_6,Order_6_163,Component Placement,28,29.23,Pass,Motion Sensor,Derek,February
Equipment_6,Order_6_163,Preparation,11,9.81,Pass,Motion Sensor,Stephanie,February
Equipment_6,Order_6_164,Preparation,9,10.82,Pass,Motion Sensor,Nicholas,March
Equipment_6,Order_6_164,Component Placement,22,27.59,Pass,Motion Sensor,Kristy,March
Equipment_6,Order_6_164,Lacquering,24,20.95,Pass,Motion Sensor,Nicholas,March
Equipment_6,Order_6_164,Packaging,11,9.16,Pass,Motion Sensor,Martin,March
Equipment_6,Order_6_164,Final Acceptance Test,16,13.45,Pass,Motion Sensor,Robert,March
Equipment_6,Order_6_164,Calibration,12,11.69,Pass,Motion Sensor,Lisa,March
Equipment_6,Order_6_164,General Soldering,14,17.85,Pass,Motion Sensor,Robert,March
Equipment_6,Order_6_164,Electrical Test,22,26.3,Pass,Motion Sensor,Denise,March
Equipment_6,Order_6_165,General Soldering,30,27.46,Pass,Motion Sensor,Alicia,April
Equipment_6,Order_6_165,Lacquering,27,28.8,Pass,Motion Sensor,Vincent,April
Equipment_6,Order_6_165,Component Placement,5,6.45,Pass,Motion Sensor,William,April
Equipment_6,Order_6_165,Electrical Test,28,33.23,Pass,Motion Sensor,Jacqueline,April
Equipment_6,Order_6_165,Packaging,11,13.68,Fail,Motion Sensor,Frank,April
Equipment_6,Order_6_165,Final Acceptance Test,21,19.65,Pass,Motion Sensor,Brandon,April
Equipment_6,Order_6_165,Calibration,23,25.1,Pass,Motion Sensor,David,April
Equipment_6,Order_6_166,Component Placement,15,18.8,Pass,Motion Sensor,David,May
Equipment_6,Order_6_166,Functional Test,5,6.14,Pass,Motion Sensor,Robert,May
Equipment_6,Order_6_166,Calibration,17,18.07,Pass,Motion Sensor,Andre,May
Equipment_6,Order_6_166,General Soldering,7,6.03,Fail,Motion Sensor,Joshua,May
Equipment_6,Order_6_166,Final Acceptance Test,8,9.62,Pass,Motion Sensor,George,May
Equipment_6,Order_6_166,Electrical Test,23,28.63,Pass,Motion Sensor,Cory,May
Equipment_6,Order_6_166,Lacquering,28,27.8,Pass,Motion Sensor,Kyle,May
Equipment_6,Order_6_167,Functional Test,17,20.29,Pass,Motion Sensor,Elizabeth,June
Equipment_6,Order_6_167,Final Acceptance Test,24,30.51,Fail,Motion Sensor,Heather,June
Equipment_6,Order_6_167,Packaging,29,34.29,Pass,Motion Sensor,Kari,June
Equipment_6,Order_6_167,Electrical Test,21,18.12,Pass,Motion Sensor,Jessica,June
Equipment_6,Order_6_167,Preparation,6,5.63,Pass,Motion Sensor,Colin,June
Equipment_6,Order_6_167,Component Placement,25,26.17,Pass,Motion Sensor,Roger,June
Equipment_6,Order_6_167,Calibration,20,23.04,Pass,Motion Sensor,Nicole,June
Equipment_6,Order_6_167,Lacquering,21,25.55,Fail,Motion Sensor,Adrian,June
Equipment_6,Order_6_168,Calibration,5,4.34,Pass,Motion Sensor,Donna,July
Equipment_6,Order_6_168,Lacquering,21,17.2,Pass,Motion Sensor,Randy,July
Equipment_6,Order_6_168,Packaging,5,5.85,Fail,Motion Sensor,Tara,July
Equipment_6,Order_6_168,Functional Test,27,27.13,Pass,Motion Sensor,Mark,July
Equipment_6,Order_6_168,Component Placement,12,12.95,Pass,Motion Sensor,Ryan,July
Equipment_6,Order_6_168,General Soldering,13,10.45,Pass,Motion Sensor,Brandon,July
Equipment_6,Order_6_168,Final Acceptance Test,29,31.03,Pass,Motion Sensor,Michael,July
Equipment_6,Order_6_168,Electrical Test,6,5.06,Pass,Motion Sensor,Amanda,July
Equipment_6,Order_6_169,Component Placement,21,18.26,Pass,Motion Sensor,Jennifer,August
Equipment_6,Order_6_169,Functional Test,28,28.93,Pass,Motion Sensor,Robert,August
Equipment_6,Order_6_169,Electrical Test,27,29.91,Pass,Motion Sensor,Mike,August
Equipment_6,Order_6_169,Calibration,5,4.47,Pass,Motion Sensor,William,August
Equipment_6,Order_6_169,Lacquering,7,7.05,Fail,Motion Sensor,Catherine,August
Equipment_6,Order_6_170,Preparation,10,12.56,Pass,Motion Sensor,Troy,September
Equipment_6,Order_6_170,Functional Test,25,31.7,Pass,Motion Sensor,John,September
Equipment_6,Order_6_170,Packaging,19,17.8,Pass,Motion Sensor,David,September
Equipment_6,Order_6_170,Calibration,29,24.05,Fail,Motion Sensor,Anna,September
Equipment_6,Order_6_170,Lacquering,22,24.89,Pass,Motion Sensor,Benjamin,September
Equipment_6,Order_6_170,General Soldering,29,33.37,Pass,Motion Sensor,Ricky,September
Equipment_6,Order_6_171,Calibration,9,10.28,Pass,Motion Sensor,Joseph,October
Equipment_6,Order_6_171,Lacquering,15,14.66,Pass,Motion Sensor,Christopher,October
Equipment_6,Order_6_171,Preparation,12,12.46,Pass,Motion Sensor,Daryl,October
Equipment_6,Order_6_171,Functional Test,25,21.46,Pass,Motion Sensor,Adam,October
Equipment_6,Order_6_171,General Soldering,28,35.86,Pass,Motion Sensor,Jeffrey,October
Equipment_6,Order_6_171,Electrical Test,9,8.55,Pass,Motion Sensor,Amanda,October
Equipment_6,Order_6_171,Component Placement,26,21.84,Pass,Motion Sensor,Monica,October
Equipment_6,Order_6_171,Final Acceptance Test,30,31.16,Pass,Motion Sensor,Marie,October
Equipment_6,Order_6_172,Electrical Test,6,7.42,Pass,Motion Sensor,Kathryn,November
Equipment_6,Order_6_172,Lacquering,21,20.28,Pass,Motion Sensor,Megan,November
Equipment_6,Order_6_172,General Soldering,18,16.55,Pass,Motion Sensor,Scott,November
Equipment_6,Order_6_172,Component Placement,22,19.47,Pass,Motion Sensor,Ralph,November
Equipment_6,Order_6_172,Packaging,16,14.61,Pass,Motion Sensor,Donald,November
Equipment_6,Order_6_172,Functional Test,28,27.89,Pass,Motion Sensor,Andrea,November
Equipment_6,Order_6_173,General Soldering,10,8.98,Pass,Motion Sensor,Christopher,December
Equipment_6,Order_6_173,Calibration,29,28.81,Pass,Motion Sensor,Noah,December
Equipment_6,Order_6_173,Preparation,20,20.77,Pass,Motion Sensor,Norma,December
Equipment_6,Order_6_173,Component Placement,14,12.79,Pass,Motion Sensor,Michael,December
Equipment_6,Order_6_173,Lacquering,29,27.41,Pass,Motion Sensor,Elizabeth,December
Equipment_6,Order_6_174,Functional Test,12,15.08,Pass,Motion Sensor,David,January
Equipment_6,Order_6_174,General Soldering,16,14.7,Pass,Motion Sensor,Thomas,January
Equipment_6,Order_6_174,Preparation,8,10.05,Pass,Motion Sensor,Taylor,January
Equipment_6,Order_6_174,Lacquering,28,30.17,Pass,Motion Sensor,Nicholas,January
Equipment_6,Order_6_174,Calibration,13,12.28,Pass,Motion Sensor,Timothy,January
Equipment_6,Order_6_174,Final Acceptance Test,14,16.61,Pass,Motion Sensor,Christopher,January
Equipment_6,Order_6_174,Electrical Test,21,20.73,Pass,Motion Sensor,Wanda,January
Equipment_6,Order_6_175,Electrical Test,15,14.09,Pass,Motion Sensor,Philip,February
Equipment_6,Order_6_175,Component Placement,10,8.11,Pass,Motion Sensor,Roger,February
Equipment_6,Order_6_175,Functional Test,10,12.53,Pass,Motion Sensor,Deborah,February
Equipment_6,Order_6_175,General Soldering,22,26.37,Pass,Motion Sensor,Kayla,February
Equipment_6,Order_6_175,Lacquering,21,22.24,Pass,Motion Sensor,Micheal,February
Equipment_6,Order_6_176,Calibration,7,7.56,Pass,Motion Sensor,Brenda,March
Equipment_6,Order_6_176,Preparation,20,21.61,Pass,Motion Sensor,Amber,March
Equipment_6,Order_6_176,Lacquering,26,31.88,Pass,Motion Sensor,Edwin,March
Equipment_6,Order_6_176,Final Acceptance Test,14,16.07,Pass,Motion Sensor,Dakota,March
Equipment_6,Order_6_176,Packaging,6,5.71,Fail,Motion Sensor,Kendra,March
Equipment_6,Order_6_176,Electrical Test,25,30.85,Pass,Motion Sensor,Gregory,March
Equipment_6,Order_6_176,Component Placement,21,16.97,Fail,Motion Sensor,Matthew,March
Equipment_6,Order_6_176,Functional Test,20,24.71,Pass,Motion Sensor,Heather,March
Equipment_6,Order_6_177,General Soldering,19,18.83,Pass,Motion Sensor,Brandy,April
Equipment_6,Order_6_177,Calibration,29,34.67,Pass,Motion Sensor,Shawn,April
Equipment_6,Order_6_177,Final Acceptance Test,5,6.27,Fail,Motion Sensor,Dennis,April
Equipment_6,Order_6_177,Packaging,14,12.11,Pass,Motion Sensor,Cynthia,April
Equipment_6,Order_6_177,Functional Test,11,11.75,Pass,Motion Sensor,Gary,April
Equipment_6,Order_6_177,Preparation,19,16.83,Pass,Motion Sensor,Anne,April
Equipment_6,Order_6_177,Lacquering,27,25.4,Pass,Motion Sensor,Tina,April
Equipment_6,Order_6_177,Component Placement,27,31.71,Pass,Motion Sensor,Sarah,April
Equipment_6,Order_6_178,Final Acceptance Test,10,9.35,Pass,Motion Sensor,Carol,May
Equipment_6,Order_6_178,Calibration,14,12.78,Pass,Motion Sensor,Christopher,May
Equipment_6,Order_6_178,Functional Test,13,12.73,Pass,Motion Sensor,Tyler,May
Equipment_6,Order_6_178,Packaging,17,19.81,Pass,Motion Sensor,Cheryl,May
Equipment_6,Order_6_178,Lacquering,7,7.84,Pass,Motion Sensor,Lauren,May
Equipment_6,Order_6_178,General Soldering,17,14.34,Fail,Motion Sensor,Rebecca,May
Equipment_6,Order_6_179,General Soldering,16,19.93,Pass,Motion Sensor,Sara,June
Equipment_6,Order_6_179,Final Acceptance Test,28,31.98,Pass,Motion Sensor,Michael,June
Equipment_6,Order_6_179,Component Placement,5,5.82,Pass,Motion Sensor,Matthew,June
Equipment_6,Order_6_179,Packaging,29,31.86,Fail,Motion Sensor,Brittany,June
Equipment_6,Order_6_179,Electrical Test,17,17.63,Pass,Motion Sensor,Daniel,June
Equipment_6,Order_6_179,Calibration,26,22.71,Pass,Motion Sensor,Robert,June
Equipment_6,Order_6_180,Calibration,24,26.25,Pass,Motion Sensor,Brent,July
Equipment_6,Order_6_180,Preparation,7,5.78,Pass,Motion Sensor,Lawrence,July
Equipment_6,Order_6_180,Packaging,22,22.27,Pass,Motion Sensor,Sara,July
Equipment_6,Order_6_180,Functional Test,17,21.95,Pass,Motion Sensor,David,July
Equipment_6,Order_6_180,Component Placement,9,9.79,Pass,Motion Sensor,Jessica,July
Equipment_6,Order_6_180,General Soldering,27,29.23,Fail,Motion Sensor,Charles,July
Equipment_6,Order_6_181,Functional Test,24,28.99,Pass,Motion Sensor,Lori,August
Equipment_6,Order_6_181,Preparation,24,23.65,Pass,Motion Sensor,Vanessa,August
Equipment_6,Order_6_181,Component Placement,15,12.21,Pass,Motion Sensor,Stacey,August
Equipment_6,Order_6_181,Lacquering,15,14.24,Pass,Motion Sensor,Paul,August
Equipment_6,Order_6_181,Electrical Test,28,23.47,Pass,Motion Sensor,Devon,August
Equipment_6,Order_6_182,Component Placement,26,31.99,Pass,Motion Sensor,Christine,September
Equipment_6,Order_6_182,Lacquering,22,22.64,Pass,Motion Sensor,Lisa,September
Equipment_6,Order_6_182,General Soldering,29,36.84,Pass,Motion Sensor,Andrea,September
Equipment_6,Order_6_182,Calibration,23,22.32,Pass,Motion Sensor,Jonathan,September
Equipment_6,Order_6_182,Functional Test,19,21.53,Pass,Motion Sensor,Christopher,September
Equipment_6,Order_6_182,Preparation,30,26.85,Fail,Motion Sensor,Ronnie,September
Equipment_6,Order_6_182,Electrical Test,20,17.35,Pass,Motion Sensor,Lisa,September
Equipment_6,Order_6_182,Final Acceptance Test,15,13.47,Pass,Motion Sensor,Timothy,September
Equipment_6,Order_6_182,Packaging,10,10.36,Pass,Motion Sensor,Susan,September
Equipment_6,Order_6_183,Calibration,12,9.77,Pass,Motion Sensor,Sharon,October
Equipment_6,Order_6_183,Preparation,19,19.22,Pass,Motion Sensor,Thomas,October
Equipment_6,Order_6_183,Component Placement,27,33.91,Pass,Motion Sensor,Misty,October
Equipment_6,Order_6_183,Packaging,8,7.38,Fail,Motion Sensor,Kara,October
Equipment_6,Order_6_183,Final Acceptance Test,19,22.02,Pass,Motion Sensor,Christian,October
Equipment_6,Order_6_184,Lacquering,22,28.17,Pass,Motion Sensor,Clinton,November
Equipment_6,Order_6_184,Electrical Test,24,20.25,Pass,Motion Sensor,Emily,November
Equipment_6,Order_6_184,Preparation,20,21.93,Pass,Motion Sensor,Paul,November
Equipment_6,Order_6_184,Packaging,26,23.46,Pass,Motion Sensor,Robert,November
Equipment_6,Order_6_184,Functional Test,22,23.46,Pass,Motion Sensor,Karen,November
Equipment_6,Order_6_185,Functional Test,11,12.92,Pass,Motion Sensor,Luis,December
Equipment_6,Order_6_185,Preparation,24,21.33,Pass,Motion Sensor,Nancy,December
Equipment_6,Order_6_185,General Soldering,10,10.15,Fail,Motion Sensor,Aaron,December
Equipment_6,Order_6_185,Electrical Test,17,17.6,Pass,Motion Sensor,Joanna,December
Equipment_6,Order_6_185,Final Acceptance Test,25,24.97,Pass,Motion Sensor,James,December
Equipment_6,Order_6_186,Functional Test,29,27.37,Pass,Motion Sensor,Kristine,January
Equipment_6,Order_6_186,Lacquering,18,16.89,Fail,Motion Sensor,William,January
Equipment_6,Order_6_186,Component Placement,8,7.79,Pass,Motion Sensor,Jacqueline,January
Equipment_6,Order_6_186,Electrical Test,17,21.16,Pass,Motion Sensor,Candice,January
Equipment_6,Order_6_186,Calibration,10,11.15,Pass,Motion Sensor,Steven,January
Equipment_6,Order_6_186,Final Acceptance Test,13,16.56,Fail,Motion Sensor,Donald,January
Equipment_6,Order_6_186,Packaging,17,15.04,Pass,Motion Sensor,Shawn,January
Equipment_6,Order_6_186,General Soldering,16,17.02,Pass,Motion Sensor,Matthew,January
Equipment_6,Order_6_186,Preparation,5,5.07,Pass,Motion Sensor,Zachary,January
Equipment_6,Order_6_187,Electrical Test,5,6.38,Pass,Motion Sensor,Kathy,February
Equipment_6,Order_6_187,Component Placement,21,17.2,Pass,Motion Sensor,Joshua,February
Equipment_6,Order_6_187,Lacquering,10,10.64,Pass,Motion Sensor,Melissa,February
Equipment_6,Order_6_187,Preparation,12,10.02,Pass,Motion Sensor,Corey,February
Equipment_6,Order_6_187,Packaging,24,24.16,Fail,Motion Sensor,Alexis,February
Equipment_6,Order_6_187,Functional Test,21,23.47,Pass,Motion Sensor,Margaret,February
Equipment_6,Order_6_187,Calibration,29,23.81,Pass,Motion Sensor,Brian,February
Equipment_6,Order_6_187,General Soldering,22,20.28,Fail,Motion Sensor,Sheri,February
Equipment_6,Order_6_187,Final Acceptance Test,21,18.74,Pass,Motion Sensor,Jordan,February
Equipment_6,Order_6_188,Functional Test,9,7.46,Pass,Motion Sensor,Joshua,March
Equipment_6,Order_6_188,Packaging,12,11.43,Pass,Motion Sensor,Courtney,March
Equipment_6,Order_6_188,Preparation,12,10.55,Fail,Motion Sensor,Lisa,March
Equipment_6,Order_6_188,Lacquering,19,15.37,Pass,Motion Sensor,Robert,March
Equipment_6,Order_6_188,General Soldering,24,19.55,Pass,Motion Sensor,Alejandro,March
Equipment_6,Order_6_188,Electrical Test,17,17.33,Pass,Motion Sensor,Bruce,March
Equipment_6,Order_6_188,Calibration,26,30.91,Fail,Motion Sensor,Christine,March
Equipment_6,Order_6_188,Component Placement,22,19.71,Pass,Motion Sensor,Caroline,March
Equipment_6,Order_6_188,Final Acceptance Test,6,7.62,Pass,Motion Sensor,Heather,March
Equipment_6,Order_6_189,Preparation,25,29.65,Fail,Motion Sensor,Phillip,April
Equipment_6,Order_6_189,Lacquering,12,13.45,Pass,Motion Sensor,Jasmine,April
Equipment_6,Order_6_189,General Soldering,21,26.23,Pass,Motion Sensor,Jennifer,April
Equipment_6,Order_6_189,Packaging,5,5.56,Pass,Motion Sensor,Ashley,April
Equipment_6,Order_6_189,Functional Test,11,13.46,Pass,Motion Sensor,Diane,April
Equipment_6,Order_6_189,Final Acceptance Test,10,11.9,Pass,Motion Sensor,Joseph,April
Equipment_6,Order_6_190,Packaging,20,19.15,Fail,Motion Sensor,Scott,May
Equipment_6,Order_6_190,Final Acceptance Test,29,30.1,Fail,Motion Sensor,Jessica,May
Equipment_6,Order_6_190,Component Placement,26,30.82,Pass,Motion Sensor,Catherine,May
Equipment_6,Order_6_190,Lacquering,20,24.75,Pass,Motion Sensor,William,May
Equipment_6,Order_6_190,General Soldering,15,19.12,Pass,Motion Sensor,Danny,May
Equipment_6,Order_6_191,Lacquering,21,24.25,Fail,Motion Sensor,Laura,June
Equipment_6,Order_6_191,Final Acceptance Test,23,26.15,Pass,Motion Sensor,Nicholas,June
Equipment_6,Order_6_191,Functional Test,24,23.31,Pass,Motion Sensor,Amber,June
Equipment_6,Order_6_191,Preparation,11,13.64,Pass,Motion Sensor,Mark,June
Equipment_6,Order_6_191,Calibration,15,13.15,Pass,Motion Sensor,Samuel,June
Equipment_6,Order_6_191,Component Placement,19,19.95,Pass,Motion Sensor,Joshua,June
Equipment_6,Order_6_191,General Soldering,18,14.81,Pass,Motion Sensor,Tiffany,June
Equipment_6,Order_6_191,Packaging,10,10.19,Pass,Motion Sensor,Austin,June
Equipment_6,Order_6_192,Final Acceptance Test,25,26.39,Pass,Motion Sensor,Lance,July
Equipment_6,Order_6_192,Preparation,5,5.04,Pass,Motion Sensor,Vanessa,July
Equipment_6,Order_6_192,Calibration,21,20.32,Pass,Motion Sensor,Victoria,July
Equipment_6,Order_6_192,Electrical Test,22,28.24,Pass,Motion Sensor,Morgan,July
Equipment_6,Order_6_192,Packaging,15,17.07,Pass,Motion Sensor,Emily,July
Equipment_6,Order_6_193,Final Acceptance Test,9,7.44,Pass,Motion Sensor,Christopher,August
Equipment_6,Order_6_193,Component Placement,21,23.11,Pass,Motion Sensor,Tara,August
Equipment_6,Order_6_193,General Soldering,19,17.27,Pass,Motion Sensor,Jamie,August
Equipment_6,Order_6_193,Electrical Test,5,5.64,Pass,Motion Sensor,Kristen,August
Equipment_6,Order_6_193,Lacquering,21,19.55,Pass,Motion Sensor,Colton,August
Equipment_6,Order_6_193,Preparation,20,22.48,Pass,Motion Sensor,Dean,August
Equipment_6,Order_6_193,Functional Test,24,26.16,Pass,Motion Sensor,Amanda,August
Equipment_6,Order_6_193,Packaging,29,23.88,Pass,Motion Sensor,Nathan,August
Equipment_6,Order_6_193,Calibration,28,30.49,Pass,Motion Sensor,Rebecca,August
Equipment_6,Order_6_194,Preparation,27,30.79,Pass,Motion Sensor,Mary,September
Equipment_6,Order_6_194,Packaging,30,26.76,Pass,Motion Sensor,Brent,September
Equipment_6,Order_6_194,Final Acceptance Test,30,24.0,Pass,Motion Sensor,Tina,September
Equipment_6,Order_6_194,General Soldering,7,8.97,Pass,Motion Sensor,Mark,September
Equipment_6,Order_6_194,Electrical Test,18,17.91,Pass,Motion Sensor,Vanessa,September
Equipment_6,Order_6_194,Calibration,7,7.07,Fail,Motion Sensor,Jessica,September
Equipment_6,Order_6_194,Component Placement,5,4.92,Fail,Motion Sensor,Stephanie,September
Equipment_6,Order_6_194,Lacquering,15,15.44,Pass,Motion Sensor,Erin,September
Equipment_6,Order_6_194,Functional Test,30,27.13,Pass,Motion Sensor,Vincent,September
Equipment_6,Order_6_195,Lacquering,8,8.46,Pass,Motion Sensor,Carol,October
Equipment_6,Order_6_195,Packaging,26,26.61,Pass,Motion Sensor,Bryce,October
Equipment_6,Order_6_195,Final Acceptance Test,30,37.15,Pass,Motion Sensor,Sean,October
Equipment_6,Order_6_195,Preparation,11,13.44,Pass,Motion Sensor,James,October
Equipment_6,Order_6_195,Electrical Test,22,27.97,Pass,Motion Sensor,Leonard,October
Equipment_6,Order_6_196,Packaging,26,29.52,Pass,Motion Sensor,Amanda,November
Equipment_6,Order_6_196,Electrical Test,24,21.76,Pass,Motion Sensor,Heather,November
Equipment_6,Order_6_196,Functional Test,19,16.71,Fail,Motion Sensor,Jason,November
Equipment_6,Order_6_196,General Soldering,29,35.6,Pass,Motion Sensor,Marissa,November
Equipment_6,Order_6_196,Calibration,15,16.83,Pass,Motion Sensor,Erica,November
Equipment_6,Order_6_196,Lacquering,15,12.47,Pass,Motion Sensor,Regina,November
Equipment_6,Order_6_196,Component Placement,19,18.17,Pass,Motion Sensor,Diane,November
Equipment_6,Order_6_196,Preparation,18,17.9,Pass,Motion Sensor,David,November
Equipment_6,Order_6_196,Final Acceptance Test,19,19.17,Pass,Motion Sensor,Melvin,November
Equipment_6,Order_6_197,Packaging,10,12.35,Pass,Motion Sensor,Angela,December
Equipment_6,Order_6_197,Final Acceptance Test,5,6.21,Pass,Motion Sensor,Crystal,December
Equipment_6,Order_6_197,Calibration,18,19.96,Pass,Motion Sensor,Rita,December
Equipment_6,Order_6_197,Component Placement,25,31.81,Pass,Motion Sensor,Charles,December
Equipment_6,Order_6_197,Functional Test,9,10.57,Pass,Motion Sensor,Steven,December
Equipment_6,Order_6_197,Electrical Test,17,19.78,Pass,Motion Sensor,Peggy,December
Equipment_6,Order_6_197,General Soldering,11,10.18,Pass,Motion Sensor,Alexis,December
Equipment_6,Order_6_197,Lacquering,23,24.46,Pass,Motion Sensor,John,December
Equipment_6,Order_6_198,Calibration,5,5.07,Pass,Motion Sensor,Catherine,January
Equipment_6,Order_6_198,Lacquering,25,28.68,Pass,Motion Sensor,Lauren,January
Equipment_6,Order_6_198,Packaging,26,25.81,Pass,Motion Sensor,Donna,January
Equipment_6,Order_6_198,General Soldering,10,8.31,Pass,Motion Sensor,Alyssa,January
Equipment_6,Order_6_198,Preparation,15,16.59,Pass,Motion Sensor,Kyle,January
Equipment_6,Order_6_199,Functional Test,11,11.04,Pass,Motion Sensor,Amy,February
Equipment_6,Order_6_199,Packaging,19,18.52,Pass,Motion Sensor,Justin,February
Equipment_6,Order_6_199,Component Placement,21,22.7,Pass,Motion Sensor,Richard,February
Equipment_6,Order_6_199,Preparation,10,10.95,Pass,Motion Sensor,Tyler,February
Equipment_6,Order_6_199,Electrical Test,12,12.13,Pass,Motion Sensor,Maria,February
Equipment_6,Order_6_199,Lacquering,7,7.29,Fail,Motion Sensor,Carolyn,February
Equipment_6,Order_6_199,Final Acceptance Test,30,36.38,Pass,Motion Sensor,Brian,February
Equipment_6,Order_6_199,Calibration,16,16.09,Pass,Motion Sensor,Danielle,February
Equipment_6,Order_6_200,Functional Test,14,12.34,Pass,Motion Sensor,Kevin,March
Equipment_6,Order_6_200,Packaging,19,18.5,Pass,Motion Sensor,Andrew,March
Equipment_6,Order_6_200,Lacquering,6,5.9,Pass,Motion Sensor,Natalie,March
Equipment_6,Order_6_200,Electrical Test,23,22.58,Pass,Motion Sensor,Stephen,March
Equipment_6,Order_6_200,Final Acceptance Test,18,14.86,Pass,Motion Sensor,Anthony,March
Equipment_6,Order_6_200,Component Placement,7,6.54,Pass,Motion Sensor,William,March
Equipment_6,Order_6_201,General Soldering,29,31.29,Pass,Motion Sensor,John,April
Equipment_6,Order_6_201,Component Placement,27,23.07,Pass,Motion Sensor,William,April
Equipment_6,Order_6_201,Functional Test,9,10.11,Pass,Motion Sensor,Laura,April
Equipment_6,Order_6_201,Electrical Test,9,9.38,Pass,Motion Sensor,Laura,April
Equipment_6,Order_6_201,Preparation,28,31.19,Pass,Motion Sensor,Mario,April
Equipment_6,Order_6_201,Final Acceptance Test,20,23.79,Pass,Motion Sensor,Bruce,April
Equipment_6,Order_6_202,Preparation,27,32.84,Pass,Motion Sensor,Richard,May
Equipment_6,Order_6_202,Electrical Test,10,12.07,Pass,Motion Sensor,Barbara,May
Equipment_6,Order_6_202,Component Placement,20,21.1,Pass,Motion Sensor,Randy,May
Equipment_6,Order_6_202,General Soldering,21,17.55,Pass,Motion Sensor,Andrea,May
Equipment_6,Order_6_202,Lacquering,9,9.38,Pass,Motion Sensor,Matthew,May
Equipment_6,Order_6_203,Electrical Test,8,7.59,Fail,Motion Sensor,Michael,June
Equipment_6,Order_6_203,Calibration,11,11.25,Pass,Motion Sensor,Jacqueline,June
Equipment_6,Order_6_203,Functional Test,23,27.95,Pass,Motion Sensor,Ashley,June
Equipment_6,Order_6_203,Final Acceptance Test,17,17.23,Fail,Motion Sensor,Lauren,June
Equipment_6,Order_6_203,Preparation,9,8.18,Pass,Motion Sensor,Jacob,June
Equipment_6,Order_6_203,Lacquering,14,15.23,Pass,Motion Sensor,Ian,June
Equipment_6,Order_6_204,General Soldering,22,26.58,Pass,Motion Sensor,Laura,July
